;MODULO;ACCIONES;RESPUESTA;RECOMENDACIONES;ANEXOS;FORTALECIMIENTOS;Columna1
27. Informamos oportunamente a la ciudadanía sobre la decisión ambiental final y los motivos que la sustentan.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;27. Informamos oportunamente a la ciudadanía sobre la decisión ambiental final y los motivos que la sustentan.;Sí - Avanzado;Elaboren una estrategia de comunicación multiformato que facilite la comprensión pública de las decisiones ambientales y sus fundamentos técnicos y normativos. La estrategia podría incluir recursos en audio, texto simplificado, interpretación en lengua de señas, y mecanismos de retroalimentación ciudadana como buzones físicos o formularios en línea. Evaluar periódicamente el impacto de esta estrategia también permitiría posicionar a la entidad como referente en transparencia y participación ambiental efectiva.;;;
27. Informamos oportunamente a la ciudadanía sobre la decisión ambiental final y los motivos que la sustentan.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;27. Informamos oportunamente a la ciudadanía sobre la decisión ambiental final y los motivos que la sustentan.;No;¡ALERTA! Inicien con una estructura sencilla, legalmente adecuada y comprensible para distintos públicos: Identifiquen la decisión a divulgar, extraigan los elementos clave para comunicar, usen un canal de publicación accesible para su territorio, acompañen la publicación con una breve explicación (por qué se tomó la decisión, qué criterios se usaron, evaluaciones, normas, cómo los ciudadanos pueden participar o aportar observaciones posteriores). Definan un responsable de actualización;;;
27. Informamos oportunamente a la ciudadanía sobre la decisión ambiental final y los motivos que la sustentan.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;27. Informamos oportunamente a la ciudadanía sobre la decisión ambiental final y los motivos que la sustentan.;No aplica; ¡ALERTA! Revisen la normativa vigente sobre acceso a la información pública, con especial atención a la Ley 1712 de 2014 y, si aplica, a la Ley 2199 de 2022 para entidades de la Región Metropolitana Bogotá-Cundinamarca. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.  ;VER ANEXO XX. ;;
28. Facilitamos la participación de comunidades que hablen en otras lenguas o dialectos oficiales diferentes al castellano.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;28. Facilitamos la participación de comunidades que hablen en otras lenguas o dialectos oficiales diferentes al castellano.;Sí - Básico;Fortalezcan la accesibilidad de la información pública ambiental asegurando el uso de formatos multilingües, alternativos y comprensibles. Para ello, se puede traducir los contenidos clave a lenguas indígenas o dialectos de los grupos étnicos que son oficiales en su territorio, implementar versiones en lectura fácil, audio y video, y adaptar los canales digitales y físicos para facilitar el acceso de personas con discapacidad, grupos étnicos y poblaciones rurales.;;;
28. Facilitamos la participación de comunidades que hablen en otras lenguas o dialectos oficiales diferentes al castellano.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;28. Facilitamos la participación de comunidades que hablen en otras lenguas o dialectos oficiales diferentes al castellano.;Sí - Intermedio;Aumenten los niveles de accesibilidad en los sistemas de información institucional, garantizando que los contenidos se divulguen en lenguas y formatos accesibles para toda la ciudadanía. Para su implementación, pueden priorizar el rediseño de los portales web con criterios WCAG, crear líneas telefónicas de atención inclusiva y establecer alianzas con organizaciones locales para distribuir la información. ;criterios WCAG. VER ANEXO XX;;
28. Facilitamos la participación de comunidades que hablen en otras lenguas o dialectos oficiales diferentes al castellano.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;28. Facilitamos la participación de comunidades que hablen en otras lenguas o dialectos oficiales diferentes al castellano.;Sí - Avanzado;Consoliden la estrategia institucional de accesibilidad mediante la divulgación proactiva y sistemática de información pública en formatos alternativos, integrando criterios de inclusión desde su planificación. Adopten un protocolo de accesibilidad digital, incluyan indicadores de evaluación del impacto, y articulen esta estrategia con el Programa de Gestión Documental y con las directrices del Plan Anticorrupción y de Atención al Ciudadano (PAAC).;;;
28. Facilitamos la participación de comunidades que hablen en otras lenguas o dialectos oficiales diferentes al castellano.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;28. Facilitamos la participación de comunidades que hablen en otras lenguas o dialectos oficiales diferentes al castellano.;No;¡ALERTA! Inicien con acciones básicas asegurando que la información ambiental se divulgue en formatos  y lenguas adecuados para la población de su territorio. Como primer paso, pueden realizar un diagnóstico de accesibilidad, diseñar contenidos en formatos inclusivos y abrir canales de comunicación que permitan validar su comprensibilidad con representantes de las comunidades étnicas, culturales y personas con discapacidad.;;;
28. Facilitamos la participación de comunidades que hablen en otras lenguas o dialectos oficiales diferentes al castellano.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;28. Facilitamos la participación de comunidades que hablen en otras lenguas o dialectos oficiales diferentes al castellano.;No aplica; ¡ALERTA! Revisen la normativa vigente sobre acceso a la información pública, con especial atención los artículos 8 y 17 de la Ley 1712 de 2014 y del artículo 6.6 del Acuerdo de Escazú. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.  ;VER ANEXO XX. ;;
29. Tenemos criterios claros para determinar qué personas o comunidades están directamente afectados por un proyecto o decisión ambiental.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;29. Tenemos criterios claros para determinar qué personas o comunidades están directamente afectados por un proyecto o decisión ambiental.;Sí - Básico;Inicien la definición de criterios objetivos, públicos y participativos para identificar a las personas o comunidades directamente afectadas por decisiones ambientales. Para ello, pueden construir una matriz de variables territoriales, ambientales y sociales que sirva como base para esta identificación, articulándola con fuentes de información oficiales, consultas comunitarias y la revisión de antecedentes técnicos. Recuerden que esta acción debe acompañarse de mecanismos básicos de consulta y divulgación de información oportuna, ;Modelo  matriz de variables territoriales, ambientales y sociales que sirva como base para esta identificación,  VER ANEXO XX;;
29. Tenemos criterios claros para determinar qué personas o comunidades están directamente afectados por un proyecto o decisión ambiental.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;29. Tenemos criterios claros para determinar qué personas o comunidades están directamente afectados por un proyecto o decisión ambiental.;Sí - Intermedio;Fortalezcan y sistematicen los criterios institucionales existentes para identificar población afectada, asegurando su aplicación coherente y con enfoque territorial y diferencial. Como parte de este proceso, pueden establecer protocolos que definan cómo aplicar los criterios en cada fase del ciclo de decisión ambiental, y asegurar que los grupos identificados reciban la información pública necesaria, de forma clara y anticipada.;;;
29. Tenemos criterios claros para determinar qué personas o comunidades están directamente afectados por un proyecto o decisión ambiental.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;29. Tenemos criterios claros para determinar qué personas o comunidades están directamente afectados por un proyecto o decisión ambiental.;Sí - Avanzado;Profundicen en la transparencia y trazabilidad del proceso de identificación de personas o comunidades directamente afectadas, asegurando la validación técnica y social de los criterios y resultados aplicados. Se sugiere publicar los mapas de actores afectados, informes de justificación técnica y registros de participación en etapas iniciales. Esto permitirá garantizar una participación informada, continua y con enfoque de derechos, fortaleciendo la confianza ciudadana en la gestión ambiental.;;;
29. Tenemos criterios claros para determinar qué personas o comunidades están directamente afectados por un proyecto o decisión ambiental.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;29. Tenemos criterios claros para determinar qué personas o comunidades están directamente afectados por un proyecto o decisión ambiental.;No;¡ALERTA! Definan de manera clara, pública y participativa los criterios para identificar a las personas o comunidades directamente afectadas por decisiones ambientales. Pueden iniciar este proceso mediante mesas técnicas interinstitucionales y espacios comunitarios de construcción conjunta, que aseguren su pertinencia territorial. Esta definición permitirá promover una participación desde las etapas más tempranas del proceso asegurando equidad y transparencia en la toma de decisiones. ;VER ANEXO XX;;
29. Tenemos criterios claros para determinar qué personas o comunidades están directamente afectados por un proyecto o decisión ambiental.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;29. Tenemos criterios claros para determinar qué personas o comunidades están directamente afectados por un proyecto o decisión ambiental.;No aplica;¡ALERTA! Revisen la normativa vigente sobre acceso a la información pública, con especial atención a la Ley 1712 de 2014 y la Ley 1757 de 2015. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.;VER ANEXO XX;;
30. Proporcionamos y promovemos procedimientos administrativos y judiciales para que la ciudadanía pueda impugnar o recurrir en decisiones ambientales.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;30. Proporcionamos y promovemos procedimientos administrativos y judiciales para que la ciudadanía pueda impugnar o recurrir en decisiones ambientales.;Sí - Básico;Adopten mecanismos institucionales que garanticen el acceso a procedimientos administrativos y judiciales efectivos para impugnar decisiones ambientales. Para ello, podrían diseñar un protocolo básico que incluya rutas claras de impugnación, formatos estandarizados, plazos definidos y orientación jurídica accesible, promoviendo que la ciudadanía conozca y ejerza sus derechos. ;Mecanismos institucionales que garantizan el acceso a procedimientos administrativos y judiciales efectivos para impugnar decisiones ambientales, VER ANEXO XX;;
30. Proporcionamos y promovemos procedimientos administrativos y judiciales para que la ciudadanía pueda impugnar o recurrir en decisiones ambientales.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;30. Proporcionamos y promovemos procedimientos administrativos y judiciales para que la ciudadanía pueda impugnar o recurrir en decisiones ambientales.;Sí - Intermedio;Fortalezcan y visibilicen los procedimientos existentes para impugnar decisiones ambientales, asegurando que la ciudadanía sepa cómo acceder a ellos y comprenda sus derechos. Elaboren materiales pedagógicos en lenguaje claro, traduzcan los procedimientos a lenguas del territorioy ajusten canales digitales y físicos para eliminar barreras territoriales, digitales o jurídicas.;;;
30. Proporcionamos y promovemos procedimientos administrativos y judiciales para que la ciudadanía pueda impugnar o recurrir en decisiones ambientales.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;30. Proporcionamos y promovemos procedimientos administrativos y judiciales para que la ciudadanía pueda impugnar o recurrir en decisiones ambientales.;Sí - Avanzado;Consoliden buenas prácticas institucionales que promuevan activamente el acceso a la justicia ambiental, como campañas de información, asesorías jurídicas gratuitas o acompañamientos comunitarios. Implementen un sistema de evaluación que mida el impacto de los recursos ejercidos y retroalimente las decisiones institucionales,;;;
30. Proporcionamos y promovemos procedimientos administrativos y judiciales para que la ciudadanía pueda impugnar o recurrir en decisiones ambientales.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;30. Proporcionamos y promovemos procedimientos administrativos y judiciales para que la ciudadanía pueda impugnar o recurrir en decisiones ambientales.;No;¡ALERTA! Establezcan rutas jurídicas y administrativas claras que faciliten a la ciudadanía impugnar decisiones ambientales, asegurando su comprensión y aplicación desde las primeras etapas del proceso. Incluyan estas rutas en cartillas de participación ambiental, vinculelas a las plataformas institucionales y garanticen su disponibilidad permanente. ;VER ANEXO XX. ;;
30. Proporcionamos y promovemos procedimientos administrativos y judiciales para que la ciudadanía pueda impugnar o recurrir en decisiones ambientales.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;30. Proporcionamos y promovemos procedimientos administrativos y judiciales para que la ciudadanía pueda impugnar o recurrir en decisiones ambientales.;No aplica;¡ALERTA! Revisen la normativa vigente sobre acceso a la información pública, con especial atención a la Ley 1712 de 2014 y la Ley 1757 de 2015. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.  ;VER ANEXO XX. ;;
31. Promovemos activamente el ejercicio del derecho al control social sobre la gestión ambiental.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;31. Promovemos activamente el ejercicio del derecho al control social sobre la gestión ambiental.;Sí - Básico;Implementen mecanismos claros que promuevan el ejercicio del control social en la gestión ambiental, asegurando el acceso efectivo a la información pública y la participación incidente de la ciudadanía. Para ello, establezcan espacios permanentes de seguimiento ciudadano, faciliten el uso de herramientas digitales de monitoreo y divulge información en formatos comprensibles.;mecanismos para promover el ejercicio del control social en la gestión ambiental;;
31. Promovemos activamente el ejercicio del derecho al control social sobre la gestión ambiental.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;31. Promovemos activamente el ejercicio del derecho al control social sobre la gestión ambiental.;Sí - Intermedio;Fortalezcan los mecanismos de participación ciudadana orientados al control social ambiental, asegurando un acceso transparente, oportuno y abierto a la información ambiental. Generen informes periódicos de gestión, habiliten canales de retroalimentación ciudadana y publiquen respuestas a observaciones recibidas.;;;
31. Promovemos activamente el ejercicio del derecho al control social sobre la gestión ambiental.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;31. Promovemos activamente el ejercicio del derecho al control social sobre la gestión ambiental.;Sí - Avanzado;Expandan las estrategias institucionales para el control social, promoviendo la participación activa y continua de la ciudadanía más allá de los espacios tradicionales de rendición de cuentas. Habiliten e impulsen figuras como veedurías ciudadanas, comités de desarrollo y control social, auditorías ciudadanas, juntas de vigilancia y otros mecanismos establecidos en los artículos 63 y 65 de la Ley 1757 de 2015, asegurando una participación plural, autónoma y sostenida en la vigilancia de la gestión ambiental.;VER ANEXO XX;;
31. Promovemos activamente el ejercicio del derecho al control social sobre la gestión ambiental.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;31. Promovemos activamente el ejercicio del derecho al control social sobre la gestión ambiental.;No;¡ALERTA! Elaboren e implementen un plan para fomentar el control social activo en la gestión ambiental, asegurando que la ciudadanía cuente con espacios formales y adecuados para monitorear y evaluar las decisiones que les afectan. Este plan podría incluir cronogramas participativos, acompañamiento técnico a los grupos ciudadanos y materiales divulgativos en formatos accesibles. ;VER ANEXO XX;;
31. Promovemos activamente el ejercicio del derecho al control social sobre la gestión ambiental.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;31. Promovemos activamente el ejercicio del derecho al control social sobre la gestión ambiental.;No aplica;¡ALERTA! Revisen la normativa vigente sobre promoción de la participación en especial la Ley 1757 de 2015. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad. ; VER ANEXO XX. ;;
32. Tenemos un  canal formal exclusivo para recibir y atender solicitudes de información pública relacionadas con el control social ambiental.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;32. Tenemos un  canal formal exclusivo para recibir y atender solicitudes de información pública relacionadas con el control social ambiental.;Sí - Básico;Fortalezcan el canal de participación existente, haciéndolo más visible y accesible para todos los grupos de interés, utilizando formatos comprensibles conforme. Instalen señalización clara en puntos de atención, mejoren la navegación en plataformas digitales e incluyan materiales en lenguas indígenas y lenguaje sencillo. Asimismo, aseguren que este canal se articule con los principios de inclusión y participación efectiva mediante la adopción de protocolos de atención y respuesta oportuna que promuevan un control social ambiental activo y robusto.;;;
32. Tenemos un  canal formal exclusivo para recibir y atender solicitudes de información pública relacionadas con el control social ambiental.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;32. Tenemos un  canal formal exclusivo para recibir y atender solicitudes de información pública relacionadas con el control social ambiental.;Sí - Intermedio;Mejoren el canal formal de participación, garantizando su visibilidad y accesibilidad mediante una estrategia de difusión que incluya medios físicos y digitales. Este canal debe facilitar el ejercicio efectivo del control social ambiental, integrando herramientas de retroalimentación ciudadana que permitan recibir, analizar y responder a sus aportes. ;;;
32. Tenemos un  canal formal exclusivo para recibir y atender solicitudes de información pública relacionadas con el control social ambiental.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;32. Tenemos un  canal formal exclusivo para recibir y atender solicitudes de información pública relacionadas con el control social ambiental.;Sí - Avanzado;Consoliden el canal formal de participación como parte integral de la estrategia institucional, garantizando su interoperabilidad con los sistemas de gestión documental y el cumplimiento de los criterios de accesibilidad establecidos en la Ley 1712 de 2014. Este canal debe reflejar los principios de participación efectiva de la Ley 1757 de 2015 y del Acuerdo de Escazú, mediante plataformas tecnológicas que permitan el seguimiento de solicitudes, la retroalimentación continua y la evaluación del impacto ciudadano sobre la gestión ambiental, fortaleciendo así la rendición de cuentas. ;Cómo crear y Consolidar un canal formal de participación como parte integral de la estrategia institucional. VER ANEXO XX;;
32. Tenemos un  canal formal exclusivo para recibir y atender solicitudes de información pública relacionadas con el control social ambiental.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;32. Tenemos un  canal formal exclusivo para recibir y atender solicitudes de información pública relacionadas con el control social ambiental.;No;¡ALERTA! Establezcan un canal formal de participación ciudadana que permita el acceso a la información ambiental y la expresión de opiniones sobre decisiones ambientales. Este canal debe estar diseñado con criterios de accesibilidad y diversidad, y alineado con los principios de participación activa y transparencia de la Ley 1757 de 2015. Para su implementación, habiliten buzones físicos y formularios digitales accesibles, capaciten a los equipos de atención y garanticen un sistema de seguimiento y respuesta, que asegure un entorno propicio para el control social ambiental.;;;
32. Tenemos un  canal formal exclusivo para recibir y atender solicitudes de información pública relacionadas con el control social ambiental.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;32. Tenemos un  canal formal exclusivo para recibir y atender solicitudes de información pública relacionadas con el control social ambiental.;No aplica;¡ALERTA! Revisen la normativa vigente sobre promoción de la participación en especial la Ley 1757 de 2015. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.  ;VER ANEXO XX. ;;
33. Diseñamos y ejecutamos la audiencia de rendición de cuentas de nuestra entidad con el objetivo de que ciudadanía de nuestro territorio evalúe nuestra gestión ambiental y los resultados de la toma de decisiones ambientales.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;33. Diseñamos y ejecutamos la audiencia de rendición de cuentas de nuestra entidad con el objetivo de que ciudadanía de nuestro territorio evalúe nuestra gestión ambiental y los resultados de la toma de decisiones ambientales.;Sí - Básico;Establezcan, con base en el Manual Único de Rendición de Cuentas, el proceso de rendición de cuentas que permita a la ciudadanía evaluar de manera informada la gestión ambiental de la entidad. Estructuren la audiencia pública anual, con formatos accesibles, lenguaje claro y materiales previos de fácil consulta, asegurando además espacios efectivos de diálogo donde la comunidad pueda evaluar la gestión, formular preguntas y recibir respuestas pertinentes.;;;
33. Diseñamos y ejecutamos la audiencia de rendición de cuentas de nuestra entidad con el objetivo de que ciudadanía de nuestro territorio evalúe nuestra gestión ambiental y los resultados de la toma de decisiones ambientales.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;33. Diseñamos y ejecutamos la audiencia de rendición de cuentas de nuestra entidad con el objetivo de que ciudadanía de nuestro territorio evalúe nuestra gestión ambiental y los resultados de la toma de decisiones ambientales.;Sí - Intermedio;Formalicen y estructuren diálogos de rendición de cuentas para planes, programas y proyectos ambientales,  garantizando la participación activa y el acceso a la información en formatos comprensibles e inclusivos. Diseñen guías, herramientas de accesibilidad (como intérpretes o documentos en braille), y un mecanismo de retroalimentación ciudadana que alimente la mejora continua de la gestión ambiental.;;;
33. Diseñamos y ejecutamos la audiencia de rendición de cuentas de nuestra entidad con el objetivo de que ciudadanía de nuestro territorio evalúe nuestra gestión ambiental y los resultados de la toma de decisiones ambientales.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;33. Diseñamos y ejecutamos la audiencia de rendición de cuentas de nuestra entidad con el objetivo de que ciudadanía de nuestro territorio evalúe nuestra gestión ambiental y los resultados de la toma de decisiones ambientales.;Sí - Avanzado;Conviertan el proceso de rendición de cuentas como un espacio estratégico para la mejora de la gestión y los diálogos de rendición de cuentas  como espacios para la toma de decisiones con la ciudadanía. Implementen tecnologías accesibles (como transmisiones en línea con interacción en tiempo real, reuniones presenciales), asegurense de que los informes presentados al público estén en lenguaje ciudadano y desarrollen herramientas básicas de análisis de datos para evaluar los aportes ciudadanos y traducirlos en mejoras concretas, ajustadas a las capacidades de su entidad.;;;
33. Diseñamos y ejecutamos la audiencia de rendición de cuentas de nuestra entidad con el objetivo de que ciudadanía de nuestro territorio evalúe nuestra gestión ambiental y los resultados de la toma de decisiones ambientales.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;33. Diseñamos y ejecutamos la audiencia de rendición de cuentas de nuestra entidad con el objetivo de que ciudadanía de nuestro territorio evalúe nuestra gestión ambiental y los resultados de la toma de decisiones ambientales.;No;¡ALERTA! Diseñen e implementen un proceso formal de rendición de cuentas que garantice que la ciudadanía pueda evaluar de manera clara y participativa la gestión ambiental de la entidad, conforme al Manual Único de Rendición de Cuentas. Este proceso debe prever medios accesibles y comprensibles para toda la población, incluyendo a los grupos más vulnerables, e integrar un sistema de retroalimentación efectivo que permita fortalecer la confianza institucional y orientar la toma de decisiones de manera más inclusiva y transparente.;;;
33. Diseñamos y ejecutamos la audiencia de rendición de cuentas de nuestra entidad con el objetivo de que ciudadanía de nuestro territorio evalúe nuestra gestión ambiental y los resultados de la toma de decisiones ambientales.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;33. Diseñamos y ejecutamos la audiencia de rendición de cuentas de nuestra entidad con el objetivo de que ciudadanía de nuestro territorio evalúe nuestra gestión ambiental y los resultados de la toma de decisiones ambientales.;No aplica;¡ALERTA! la rendición de cuentas es obligatoria en Colombia para entidades públicas y privadas que manejen recursos públicos o presten servicios de interés público. Esta obligación está respaldada por la Constitución Política y la Ley 1757 de 2015, que promueve la participación ciudadana y el control social sobre la gestión pública. Identifiquen las causas que impiden su implementación y tomen medidas para superarlas.;;;
34. En nuestra entidad se ha usado la información de la evaluación ciudadana de la rendición de cuentas para la mejora de nuestra gestión ambiental.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;34. En nuestra entidad se ha usado la información de la evaluación ciudadana de la rendición de cuentas para la mejora de nuestra gestión ambiental.;Sí - Básico;Utilicen la información proveniente de la evaluación ciudadana realizada durante la rendición de cuentas para identificar áreas de mejora en la gestión ambiental, asegurando su incorporación en los procesos de planeación y ajuste de políticas públicas. Estructuren un sistema sencillo que recopile, clasifique y organice los aportes recibidos, utilizando herramientas como formularios físicos o digitales accesibles. ;MODELO DE RECOPILACIÓN, CLASIFICACIÓN Y ORGANIZACIÓN DE APORTES;;
34. En nuestra entidad se ha usado la información de la evaluación ciudadana de la rendición de cuentas para la mejora de nuestra gestión ambiental.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;34. En nuestra entidad se ha usado la información de la evaluación ciudadana de la rendición de cuentas para la mejora de nuestra gestión ambiental.;Sí - Intermedio;Formalicen el proceso de mejoramiento de la gestión con base en la evaluación ciudadana en la rendición de cuentas, estableciendo mecanismos claros y verificables para incorporar las observaciones en la planificación y ejecución de las acciones ambientales. Creen actas de sistematización de aportes, definan responsables de seguimiento y establezcan plazos para responder públicamente sobre los cambios implementados. ;;;
34. En nuestra entidad se ha usado la información de la evaluación ciudadana de la rendición de cuentas para la mejora de nuestra gestión ambiental.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;34. En nuestra entidad se ha usado la información de la evaluación ciudadana de la rendición de cuentas para la mejora de nuestra gestión ambiental.;Sí - Avanzado;Integren un sistema formal y continuo para analizar, priorizar y aplicar la retroalimentación ciudadana recibida durante el proceso de rendición de cuentas, garantizando que los ajustes en las políticas ambientales se basen en evidencia socialmente construida. Implementen matrices de seguimiento, herramientas digitales de análisis y boletines de avances. Esta acción aseguraría la mejora continua y el retorno público de información, conforme a los principios de transparencia, participación efectiva y justicia ambiental.;;;
34. En nuestra entidad se ha usado la información de la evaluación ciudadana de la rendición de cuentas para la mejora de nuestra gestión ambiental.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;34. En nuestra entidad se ha usado la información de la evaluación ciudadana de la rendición de cuentas para la mejora de nuestra gestión ambiental.;No;¡ALERTA! Implementen de forma inmediata un mecanismo institucional que recoja, procese y utilice la retroalimentación ciudadana derivada de las audiencias o informes de rendición de cuentas, como insumo clave para fortalecer la gestión ambiental. Para ello, podrían desarrollar formatos breves de encuesta, sesiones de diálogo posterior o buzones accesibles en línea. ;;;
34. En nuestra entidad se ha usado la información de la evaluación ciudadana de la rendición de cuentas para la mejora de nuestra gestión ambiental.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;34. En nuestra entidad se ha usado la información de la evaluación ciudadana de la rendición de cuentas para la mejora de nuestra gestión ambiental.;No aplica;¡ALERTA! la rendición de cuentas es obligatoria en Colombia para entidades públicas y privadas que manejen recursos públicos o presten servicios de interés público. Esta obligación está respaldada por la Constitución Política y la Ley 1757 de 2015, que promueve la participación ciudadana y el control social sobre la gestión pública. Identifiquen las causas que impiden su implementación y tomen medidas para superarlas.;;;
35. En nuestra entidad se diseñan diálogos de rendición de cuentas para la toma de decisiones ambientales.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;35. En nuestra entidad se diseñan diálogos de rendición de cuentas para la toma de decisiones ambientales.;Sí - Básico;Fortalezcan los diálogos de rendición de cuentas, asegurando que sean accesibles, inclusivos, diversifique los canales de participación, utilice formatos comprensibles y garantice que la ciudadanía conozca cómo sus aportes inciden en las decisiones ambientales. Esta práctica permitiría avanzar hacia procesos de deliberación más sustantivos y orientados a la mejora continua de la gestión pública.;Como hacer dialogo de rendición de cuentas para tomar decisiones ambientales con la ciudadanía - abc de la rdc;;
35. En nuestra entidad se diseñan diálogos de rendición de cuentas para la toma de decisiones ambientales.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;35. En nuestra entidad se diseñan diálogos de rendición de cuentas para la toma de decisiones ambientales.;Sí - Intermedio;Fortalezcan los diálogos de rendición de cuentas asegurando su accesibilidad, utilidad y alineación con la Ley 1712 de 2014, el Acuerdo de Escazú y la Ley 1757 de 2015. Sistematizen los aportes ciudadanos, asignen responsables para su análisis y aseguren que los resultados sean divulgados y usados en la toma de decisiones ambientales, promoviendo una participación efectiva, verificable y una gestión más transparente.;;;
35. En nuestra entidad se diseñan diálogos de rendición de cuentas para la toma de decisiones ambientales.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;35. En nuestra entidad se diseñan diálogos de rendición de cuentas para la toma de decisiones ambientales.;Sí - Avanzado;Optimicen los diálogos de rendición de cuentas mediante una estrategia integral que combine el uso de tecnologías inclusivas, espacios presenciales en el territorio y mecanismos de retroalimentación continua. Habiliten transmisiones en línea con accesibilidad lingüística y sensorial, generen informes de respuestas ciudadanas y establezcan rutinas de seguimiento. ;;;
35. En nuestra entidad se diseñan diálogos de rendición de cuentas para la toma de decisiones ambientales.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;35. En nuestra entidad se diseñan diálogos de rendición de cuentas para la toma de decisiones ambientales.;No;¡ALERTA! Inicien el diseño de espacios de diálogo para la rendición de cuentas, asegurando que sean estructurados con criterios de accesibilidad, diversidad e incidencia en la gestión ambiental. Como primer paso, se podría elaborar un protocolo básico de diálogo que contemple convocatorias amplias, presentación clara de resultados, mecanismos de retroalimentación y sistematización de aportes, promoviendo así una participación ciudadana sustantiva y transformadora.;;;
35. En nuestra entidad se diseñan diálogos de rendición de cuentas para la toma de decisiones ambientales.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;35. En nuestra entidad se diseñan diálogos de rendición de cuentas para la toma de decisiones ambientales.;No aplica;¡ALERTA! Los diálogos de rendición de cuentas son cruciales porque permiten a los ciudadanos ejercer control sobre las acciones y decisiones de las entidades públicas, promoviendo la transparencia y la participación ciudadana. Estos espacios facilitan la explicación y justificación de la gestión pública, fomentando la confianza y el compromiso cívico. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.  ;VER ANEXO XX. ;;
;;;;;;;
;PREGUNTAS ABIERTAS ;;;;;;
;Cuento con un órgano independiente en mi territorio que hace seguimiento autónomo a la entrega de la información ambiental;;;;;;
;Promuevo la participación de la ciudadanía en foros y/o negociaciones internacionales en materia ambiental o con incidencia ambiental;;;;;;
